start_region,end_region,letter_association
RadialDistal,RadialDistal,TI_Music_3
RadialIntermediate,RadialIntermediate,TI_Map_6
RadialProximal,RadialProximal,TI_Climate_2
VolarDistal,VolarDistal,TI_Call_1
VolarIntermediate,VolarIntermediate,TI_Chats_5
VolarProximal,VolarProximal,TI_Apps_4
RadialDistal,RadialIntermediate,VolumeMinus_3
RadialDistal,RadialIntermediate,Pause_3
RadialDistal,RadialIntermediate,NextSong_3
RadialDistal,RadialIntermediate,VolumePlus_3
RadialDistal,RadialIntermediate,Play_3
RadialIntermediate,RadialDistal,Home_6
RadialIntermediate,RadialDistal,Destination_6
RadialIntermediate,RadialDistal,Work_6
RadialIntermediate,RadialDistal,Recenter_6
RadialIntermediate,RadialDistal,Search_6
RadialProximal,RadialDistal,SteeringHeater_2
RadialProximal,RadialDistal,Heater_2
RadialProximal,RadialDistal,CarSeatHeater_2
RadialProximal,RadialDistal,AC_2
RadialProximal,RadialDistal,Air_2
VolarDistal,RadialDistal,CallReject_1
VolarDistal,RadialDistal,CallReply_1
VolarDistal,RadialDistal,MuteMic_1
VolarDistal,RadialDistal,CallingPerson_1
VolarDistal,RadialDistal,CallAccept_1
VolarIntermediate,RadialDistal,Send_5
VolarIntermediate,RadialDistal,SpeechToText_5
VolarIntermediate,RadialDistal,Reply_5
VolarIntermediate,RadialDistal,Keyboard_5
VolarIntermediate,RadialDistal,ContactList_5
VolarProximal,RadialDistal,Podcast_4
VolarProximal,RadialDistal,Radio_4
VolarProximal,RadialDistal,Instagram_4
VolarProximal,RadialDistal,Whatsapp_4
VolarProximal,RadialDistal,Spotify_4
