start_region,end_region,letter_association
RadialDistal,RadialDistal,TI_Call_1
RadialIntermediate,RadialIntermediate,TI_Apps_4
RadialProximal,RadialProximal,TI_Map_6
VolarDistal,VolarDistal,TI_Climate_2
VolarIntermediate,VolarIntermediate,TI_Chats_5
VolarProximal,VolarProximal,TI_Music_3
RadialDistal,RadialIntermediate,CallReject_1
RadialDistal,RadialIntermediate,CallAccept_1
RadialDistal,RadialIntermediate,CallReply_1
RadialDistal,RadialIntermediate,CallingPerson_1
RadialDistal,RadialIntermediate,MuteMic_1
RadialIntermediate,RadialDistal,Radio_4
RadialIntermediate,RadialDistal,Instagram_4
RadialIntermediate,RadialDistal,Whatsapp_4
RadialIntermediate,RadialDistal,Podcast_4
RadialIntermediate,RadialDistal,Spotify_4
RadialProximal,RadialDistal,Search_6
RadialProximal,RadialDistal,Home_6
RadialProximal,RadialDistal,Recenter_6
RadialProximal,RadialDistal,Destination_6
RadialProximal,RadialDistal,Work_6
VolarDistal,RadialDistal,AC_2
VolarDistal,RadialDistal,CarSeatHeater_2
VolarDistal,RadialDistal,SteeringHeater_2
VolarDistal,RadialDistal,Heater_2
VolarDistal,RadialDistal,Air_2
VolarIntermediate,RadialDistal,ContactList_5
VolarIntermediate,RadialDistal,SpeechToText_5
VolarIntermediate,RadialDistal,Reply_5
VolarIntermediate,RadialDistal,Send_5
VolarIntermediate,RadialDistal,Keyboard_5
VolarProximal,RadialDistal,Play_3
VolarProximal,RadialDistal,VolumePlus_3
VolarProximal,RadialDistal,NextSong_3
VolarProximal,RadialDistal,VolumeMinus_3
VolarProximal,RadialDistal,Pause_3
